Origin,Destination,Hotel Property,Hotel Nights Stay,Hotel Check In Date,Hotel Check Out Date,Expedia Package Price/Person,JetBlue Package Price/Person,% Savings (Compared to Expedia),Month,Advance_weeks,count
LGB,LAS,SLS Hotel and Casino Las Vegas,3,11/22/15,11/25/15,215.02,198.05,7.89%,11,2-4 wks,1
LGB,LAS,SLS Hotel and Casino Las Vegas,7,10/25/15,11/1/15,598.54,553.83,7.47%,10,within 1 wk,1
LGB,LAS,SLS Hotel and Casino Las Vegas,7,11/18/15,11/25/15,407.59,379.69,6.85%,11,2-4 wks,1
LGB,LAS,SLS Hotel and Casino Las Vegas,3,11/21/15,11/24/15,297.12,278.69,6.20%,11,2-4 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,3,11/6/15,11/9/15,726.8,683.46,5.96%,11,1-2 wks,1
JFK,LAS,SLS Hotel and Casino Las Vegas,7,11/20/15,11/27/15,612.62,578.37,5.59%,11,2-4 wks,1
JFK,LAS,SLS Hotel and Casino Las Vegas,7,11/7/15,11/14/15,731.63,693.04,5.28%,11,1-2 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,7,11/13/15,11/20/15,1100.83,1046.39,4.95%,11,2-4 wks,1
FLL,LAS,SLS Hotel and Casino Las Vegas,3,11/20/15,11/23/15,549.08,523.38,4.68%,11,2-4 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,3,11/7/15,11/10/15,461.59,440.21,4.63%,11,1-2 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,7,11/21/15,11/28/15,837.18,799.49,4.50%,11,2-4 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,3,11/22/15,11/25/15,355.31,339.41,4.48%,11,2-4 wks,1
LGB,LAS,SLS Hotel and Casino Las Vegas,3,11/14/15,11/17/15,400.01,382.43,4.40%,11,2-4 wks,1
SFO,LAS,SLS Hotel and Casino Las Vegas,3,11/22/15,11/25/15,216.45,207.21,4.27%,11,2-4 wks,1
JFK,LAS,SLS Hotel and Casino Las Vegas,3,11/25/15,11/28/15,761.12,728.82,4.24%,11,2-4 wks,1
LGB,LAS,SLS Hotel and Casino Las Vegas,3,11/20/15,11/23/15,339.66,326.25,3.95%,11,2-4 wks,1
FLL,LAS,SLS Hotel and Casino Las Vegas,3,11/21/15,11/24/15,521.82,501.87,3.82%,11,2-4 wks,1
SFO,LAS,SLS Hotel and Casino Las Vegas,3,11/7/15,11/10/15,229.76,221.11,3.77%,11,1-2 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,3,11/15/15,11/18/15,565.91,544.98,3.70%,11,2-4 wks,1
FLL,LAS,SLS Hotel and Casino Las Vegas,3,11/1/15,11/4/15,584.36,563.49,3.57%,11,within 1 wk,1
JFK,LAS,SLS Hotel and Casino Las Vegas,3,11/18/15,11/21/15,514.91,497.33,3.41%,11,2-4 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,7,11/11/15,11/18/15,987.88,955.23,3.31%,11,1-2 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,7,10/28/15,11/4/15,1126.93,1092.96,3.01%,10,within 1 wk,1
FLL,LAS,SLS Hotel and Casino Las Vegas,3,11/25/15,11/28/15,637.04,618.03,2.98%,11,2-4 wks,1
JFK,LAS,SLS Hotel and Casino Las Vegas,3,11/20/15,11/23/15,573.1,556.49,2.90%,11,2-4 wks,1
LGB,LAS,SLS Hotel and Casino Las Vegas,3,11/8/15,11/11/15,197.91,192.68,2.64%,11,1-2 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,3,11/1/15,11/4/15,749.88,732.18,2.36%,11,within 1 wk,1
SFO,LAS,SLS Hotel and Casino Las Vegas,3,11/21/15,11/24/15,268.32,262.12,2.31%,11,2-4 wks,1
LGB,LAS,SLS Hotel and Casino Las Vegas,3,11/15/15,11/18/15,254.27,249.08,2.04%,11,2-4 wks,1
FLL,LAS,SLS Hotel and Casino Las Vegas,3,11/14/15,11/17/15,567.09,556,1.95%,11,2-4 wks,1
FLL,LAS,SLS Hotel and Casino Las Vegas,3,11/22/15,11/25/15,358.2,351.97,1.74%,11,2-4 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,7,11/22/15,11/29/15,884.31,869.29,1.70%,11,2-4 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,3,11/25/15,11/28/15,927.4,913.97,1.45%,11,2-4 wks,1
SFO,LAS,SLS Hotel and Casino Las Vegas,3,11/6/15,11/9/15,512.46,505.13,1.43%,11,1-2 wks,1
BOS,LAS,SLS Hotel and Casino Las Vegas,7,11/18/15,11/25/15,510.66,504.58,1.19%,11,2-4 wks,1
JFK,LAS,SLS Hotel and Casino Las Vegas,3,11/6/15,11/9/15,695.56,689.46,0.88%,11,1-2 wks,1
FLL,LAS,SLS Hotel and Casino Las Vegas,3,11/18/15,11/21/15,591.87,591.08,0.13%,11,2-4 wks,1
JFK,LAX,SLS Hotel at Beverly Hills,3,10/28/15,10/31/15,1193.49,954.79,20.00%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,3,10/24/15,10/27/15,1180.82,951.77,19.40%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,7,10/28/15,11/4/15,2139.38,1795.32,16.08%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,3,10/25/15,10/28/15,1104.87,930.68,15.77%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,7,10/31/15,11/7/15,2015.22,1795.32,10.91%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,7,10/30/15,11/6/15,2004.88,1795.32,10.45%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,7,10/24/15,10/31/15,2099.02,1902.35,9.37%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,3,10/23/15,10/26/15,1319.16,1201.83,8.89%,10,within 1 wk,1
JFK,LAX,SLS Hotel at Beverly Hills,7,11/6/15,11/13/15,1833.07,1764.21,3.76%,11,1-2 wks,1
JFK,LAX,SLS Hotel at Beverly Hills,7,11/8/15,11/15/15,1843.81,1801.02,2.32%,11,1-2 wks,1
JFK,LAX,SLS Hotel at Beverly Hills,7,11/7/15,11/14/15,1804.3,1764.21,2.22%,11,1-2 wks,1
JFK,LAX,SLS Hotel at Beverly Hills,3,11/7/15,11/10/15,915.52,905.44,1.10%,11,1-2 wks,1
JFK,LAX,SLS Hotel at Beverly Hills,7,10/23/15,10/30/15,2135,2113.35,1.01%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,10/24/15,10/27/15,1139.32,929.2,18.44%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,10/25/15,10/28/15,1112.74,945.47,15.03%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,10/28/15,10/31/15,1060.96,944.91,10.94%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,10/23/15,10/26/15,1329.79,1190.52,10.47%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,10/30/15,11/2/15,791.55,727.33,8.11%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,11/20/15,11/23/15,778.57,723.23,7.11%,11,2-4 wks,1
JFK,LAX,Sofitel LA at Beverly Hills,7,10/24/15,10/31/15,1961.38,1833.32,6.53%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,10/31/15,11/3/15,904.42,847.14,6.33%,10,within 1 wk,1
JFK,LAX,Sofitel LA at Beverly Hills,3,11/22/15,11/25/15,767.16,736.49,4.00%,11,2-4 wks,1
JFK,LAX,Sofitel LA at Beverly Hills,3,11/21/15,11/24/15,831.11,817.51,1.64%,11,2-4 wks,1
JFK,LAX,Sofitel LA at Beverly Hills,3,11/25/15,11/28/15,994.46,991.15,0.33%,11,2-4 wks,1
JFK,SFO,Sofitel San Francisco Bay,3,10/30/15,11/2/15,632.62,517.25,18.24%,10,within 1 wk,1
JFK,SFO,Sofitel San Francisco Bay,7,10/25/15,11/1/15,1956.08,1919.06,1.89%,10,within 1 wk,1
JFK,SFO,Sofitel San Francisco Bay,3,11/22/15,11/25/15,556.69,548.01,1.56%,11,2-4 wks,1
BOS,JFK,Sohotel,3,10/24/15,10/27/15,824.77,681.42,17.38%,10,within 1 wk,1
BOS,JFK,Sohotel,3,10/28/15,10/31/15,816.97,724.78,11.28%,10,within 1 wk,1
BOS,JFK,Sohotel,3,10/23/15,10/26/15,779.76,692.83,11.15%,10,within 1 wk,1
BOS,JFK,Sohotel,3,10/25/15,10/28/15,715.91,658.55,8.01%,10,within 1 wk,1
BOS,JFK,Sohotel,7,10/23/15,10/30/15,1505.74,1393.62,7.45%,10,within 1 wk,1
BOS,JFK,Sohotel,3,10/30/15,11/2/15,740.77,692.83,6.47%,10,within 1 wk,1
BOS,JFK,Sohotel,3,11/1/15,11/4/15,626.64,593.93,5.22%,11,within 1 wk,1
BOS,JFK,Sohotel,7,10/24/15,10/31/15,1460.99,1410.08,3.48%,10,within 1 wk,1
BOS,JFK,Sohotel,3,10/31/15,11/3/15,675.55,652.86,3.36%,10,within 1 wk,1
BOS,JFK,Sohotel,7,10/28/15,11/4/15,1335.44,1302.67,2.45%,10,within 1 wk,1
BOS,JFK,Sohotel,7,10/25/15,11/1/15,1421.02,1388.35,2.30%,10,within 1 wk,1
BOS,JFK,Sohotel,7,10/31/15,11/7/15,1243.09,1217.05,2.09%,10,within 1 wk,1
BOS,JFK,Sohotel,7,11/1/15,11/8/15,1186.27,1169.52,1.41%,11,within 1 wk,1
JFK,MCO,Sonesta ES Suites Orlando,3,10/25/15,10/28/15,714.34,507.08,29.01%,10,within 1 wk,1
JFK,MCO,Sonesta ES Suites Orlando,7,10/25/15,11/1/15,935.97,872.97,6.73%,10,within 1 wk,1
JFK,FLL,Sonesta Fort Lauderdale,3,10/31/15,11/3/15,538.45,460.18,14.54%,10,within 1 wk,1
JFK,FLL,Sonesta Fort Lauderdale,7,11/22/15,11/29/15,1110.18,1015.73,8.51%,11,2-4 wks,1
JFK,FLL,Sonesta Fort Lauderdale,3,10/30/15,11/2/15,635.16,588.85,7.29%,10,within 1 wk,1
JFK,FLL,Sonesta Fort Lauderdale,3,11/20/15,11/23/15,554.09,520.77,6.01%,11,2-4 wks,1
JFK,FLL,Sonesta Fort Lauderdale,7,11/25/15,12/2/15,921.7,868.73,5.75%,11,2-4 wks,1
JFK,FLL,Sonesta Fort Lauderdale,3,10/28/15,10/31/15,587.28,554.13,5.64%,10,within 1 wk,1
JFK,FLL,Sonesta Fort Lauderdale,7,11/20/15,11/27/15,856.51,812.73,5.11%,11,2-4 wks,1
JFK,FLL,Sonesta Fort Lauderdale,3,11/18/15,11/21/15,454.6,431.85,5.00%,11,2-4 wks,1
JFK,FLL,Sonesta Fort Lauderdale,7,11/18/15,11/25/15,787.45,748.34,4.97%,11,2-4 wks,1
JFK,FLL,Sonesta Fort Lauderdale,3,11/22/15,11/25/15,499.46,474.77,4.94%,11,2-4 wks,1
JFK,FLL,Sonesta Fort Lauderdale,3,11/25/15,11/28/15,704.06,680.3,3.38%,11,2-4 wks,1
JFK,SXM,"Sonesta Great Bay Beach Resort, Casino and Spa",3,10/31/15,11/3/15,1030.31,947.91,8.00%,10,within 1 wk,1
JFK,SXM,"Sonesta Great Bay Beach Resort, Casino and Spa",3,10/26/15,10/29/15,1045.15,990.91,5.19%,10,within 1 wk,1
JFK,SXM,"Sonesta Great Bay Beach Resort, Casino and Spa",3,10/30/15,11/2/15,1003.62,955.91,4.75%,10,within 1 wk,1
JFK,SXM,"Sonesta Great Bay Beach Resort, Casino and Spa",7,10/26/15,11/2/15,1566.74,1502.02,4.13%,10,within 1 wk,1
JFK,SXM,"Sonesta Great Bay Beach Resort, Casino and Spa",7,10/30/15,11/6/15,1516.02,1462.02,3.56%,10,within 1 wk,1
JFK,SXM,"Sonesta Great Bay Beach Resort, Casino and Spa",7,10/31/15,11/7/15,1505.85,1454.02,3.44%,10,within 1 wk,1
JFK,SXM,"Sonesta Great Bay Beach Resort, Casino and Spa",3,10/25/15,10/28/15,1100.99,1098.11,0.26%,10,within 1 wk,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,3,10/31/15,11/3/15,779.11,587.35,24.61%,10,within 1 wk,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,11/3/15,11/10/15,1043.91,827.82,20.70%,11,within 1 wk,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,10/31/15,11/7/15,1034.43,827.82,19.97%,10,within 1 wk,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,3,11/7/15,11/10/15,726.51,587.35,19.15%,11,1-2 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,11/21/15,11/28/15,1489.69,1218.82,18.18%,11,2-4 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,11/7/15,11/14/15,954.65,814.82,14.65%,11,1-2 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,11/10/15,11/17/15,921.81,786.82,14.64%,11,1-2 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,11/14/15,11/21/15,1040.34,907.82,12.74%,11,2-4 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,3,11/14/15,11/17/15,669.8,586.35,12.46%,11,2-4 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,11/24/15,12/1/15,1039.75,934.82,10.09%,11,2-4 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,7,11/17/15,11/24/15,817.35,745.82,8.75%,11,2-4 wks,1
JFK,CUR,Sonesta Kura Hulanda Village and Spa,3,11/21/15,11/24/15,744.16,682.35,8.31%,11,2-4 wks,1
JFK,SXM,Sonesta Maho Beach Resort and Casino,3,10/31/15,11/3/15,994.61,887.91,10.73%,10,within 1 wk,1
JFK,SXM,Sonesta Maho Beach Resort and Casino,3,10/26/15,10/29/15,985.69,930.91,5.56%,10,within 1 wk,1
JFK,SXM,Sonesta Maho Beach Resort and Casino,3,10/30/15,11/2/15,944.16,895.91,5.11%,10,within 1 wk,1
JFK,SXM,Sonesta Maho Beach Resort and Casino,7,10/26/15,11/2/15,1446.52,1380.69,4.55%,10,within 1 wk,1
JFK,SXM,Sonesta Maho Beach Resort and Casino,7,10/30/15,11/6/15,1395.79,1340.69,3.95%,10,within 1 wk,1
JFK,SXM,Sonesta Maho Beach Resort and Casino,7,10/31/15,11/7/15,1385.62,1332.69,3.82%,10,within 1 wk,1
JFK,SXM,Sonesta Maho Beach Resort and Casino,3,10/25/15,10/28/15,1041.53,1015.64,2.49%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,7,10/31/15,11/7/15,2290.37,1959.58,14.44%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,3,10/31/15,11/3/15,1185.87,1097.91,7.42%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,3,10/25/15,10/28/15,1256.56,1173.89,6.58%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,3,10/26/15,10/29/15,1200.72,1140.91,4.98%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,3,10/30/15,11/2/15,1159.19,1105.91,4.60%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,7,10/26/15,11/2/15,2088.45,2007.58,3.87%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,3,10/23/15,10/26/15,1277.39,1229.74,3.73%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,7,10/30/15,11/6/15,2037.73,1967.58,3.44%,10,within 1 wk,1
JFK,SXM,Sonesta Ocean Point,7,10/25/15,11/1/15,2155.04,2141.98,0.61%,10,within 1 wk,1
JFK,POP,Sosua by the Sea Boutique Beach Resort,3,10/23/15,10/26/15,818.13,751,8.21%,10,within 1 wk,1
JFK,POP,Sosua by the Sea Boutique Beach Resort,3,10/24/15,10/27/15,783.38,751,4.13%,10,within 1 wk,1
JFK,POP,Sosua by the Sea Boutique Beach Resort,3,10/25/15,10/28/15,731.09,704,3.71%,10,within 1 wk,1
JFK,POP,Sosua by the Sea Boutique Beach Resort,3,11/14/15,11/17/15,712.87,705.65,1.01%,11,2-4 wks,1
JFK,POP,Sosua by the Sea Boutique Beach Resort,3,11/13/15,11/16/15,1299.49,1290.65,0.68%,11,2-4 wks,1
JFK,POP,Sosua Sunset Hotel,3,11/25/15,11/28/15,671.34,631.47,5.94%,11,2-4 wks,1
JFK,POP,Sosua Sunset Hotel,7,11/22/15,11/29/15,958.75,937.32,2.24%,11,2-4 wks,1
JFK,POP,Sosua Sunset Hotel,7,11/21/15,11/28/15,751.04,734.32,2.23%,11,2-4 wks,1
JFK,POP,Sosua Sunset Hotel,3,11/21/15,11/24/15,596.69,589.47,1.21%,11,2-4 wks,1
JFK,POP,Sosua Sunset Hotel,3,11/18/15,11/21/15,521.7,520.47,0.24%,11,2-4 wks,1
JFK,POP,Sosua Sunset Hotel,3,11/20/15,11/23/15,521.69,520.47,0.23%,11,2-4 wks,1
JFK,POP,Sosua Sunset Hotel,3,11/22/15,11/25/15,521.69,520.47,0.23%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/7/15,11/10/15,558.68,364.72,34.72%,11,1-2 wks,1
SFO,LAS,"South Point Hotel, Casino, and Spa",3,10/24/15,10/27/15,427.5,297.45,30.42%,10,within 1 wk,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/8/15,11/11/15,512.06,356.5,30.38%,11,1-2 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/15/15,11/18/15,391.64,305.91,21.89%,11,2-4 wks,1
BOS,LAS,"South Point Hotel, Casino, and Spa",3,10/28/15,10/31/15,796.76,659.25,17.26%,10,within 1 wk,1
SFO,LAS,"South Point Hotel, Casino, and Spa",3,10/30/15,11/2/15,357.66,311.27,12.97%,10,within 1 wk,1
FLL,LAS,"South Point Hotel, Casino, and Spa",3,11/11/15,11/14/15,493.21,436.16,11.57%,11,1-2 wks,1
FLL,LAS,"South Point Hotel, Casino, and Spa",3,10/30/15,11/2/15,512.36,458.87,10.44%,10,within 1 wk,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,10/28/15,10/31/15,712.77,641.25,10.03%,10,within 1 wk,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/21/15,11/24/15,426.37,387.27,9.17%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",7,11/14/15,11/21/15,762.14,693.83,8.96%,11,2-4 wks,1
FLL,LAS,"South Point Hotel, Casino, and Spa",3,11/13/15,11/16/15,676.23,627.95,7.14%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/14/15,11/17/15,464.2,433.6,6.59%,11,2-4 wks,1
LGB,LAS,"South Point Hotel, Casino, and Spa",3,10/28/15,10/31/15,239.99,227.36,5.26%,10,within 1 wk,1
LGB,LAS,"South Point Hotel, Casino, and Spa",3,11/13/15,11/16/15,361.9,343.48,5.09%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/18/15,11/21/15,489.4,468.23,4.33%,11,2-4 wks,1
BOS,LAS,"South Point Hotel, Casino, and Spa",3,11/7/15,11/10/15,492.44,475.4,3.46%,11,1-2 wks,1
BOS,LAS,"South Point Hotel, Casino, and Spa",3,11/15/15,11/18/15,477.64,462.26,3.22%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",7,11/8/15,11/15/15,838.77,815.66,2.76%,11,1-2 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",7,11/21/15,11/28/15,776.63,756.67,2.57%,11,2-4 wks,1
FLL,LAS,"South Point Hotel, Casino, and Spa",3,11/20/15,11/23/15,505.85,493.35,2.47%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/25/15,11/28/15,765.64,748.1,2.29%,11,2-4 wks,1
LGB,LAS,"South Point Hotel, Casino, and Spa",3,11/7/15,11/10/15,286.49,280.22,2.19%,11,1-2 wks,1
SFO,LAS,"South Point Hotel, Casino, and Spa",3,11/7/15,11/10/15,260.91,256.22,1.80%,11,1-2 wks,1
LGB,LAS,"South Point Hotel, Casino, and Spa",3,11/25/15,11/28/15,403.18,397.21,1.48%,11,2-4 wks,1
LGB,LAS,"South Point Hotel, Casino, and Spa",3,11/18/15,11/21/15,194.01,191.14,1.48%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",7,11/15/15,11/22/15,689.06,679.54,1.38%,11,2-4 wks,1
JFK,LAS,"South Point Hotel, Casino, and Spa",3,11/20/15,11/23/15,532.57,526.46,1.15%,11,2-4 wks,1
LGB,LAS,"South Point Hotel, Casino, and Spa",7,11/20/15,11/27/15,454.98,450.67,0.95%,11,2-4 wks,1
FLL,LAS,"South Point Hotel, Casino, and Spa",3,11/25/15,11/28/15,641.54,637.31,0.66%,11,2-4 wks,1
FLL,LAS,"South Point Hotel, Casino, and Spa",3,10/25/15,10/28/15,564.91,561.5,0.60%,10,within 1 wk,1
JFK,LAS,"South Point Hotel, Casino, and Spa",7,11/25/15,12/2/15,667.91,666.47,0.21%,11,2-4 wks,1
SFO,LAS,"South Point Hotel, Casino, and Spa",3,11/14/15,11/17/15,245.15,245.11,0.02%,11,2-4 wks,1
JFK,RSW,South Seas Island Resort,7,10/28/15,11/4/15,1017.18,904.77,11.05%,10,within 1 wk,1
JFK,RSW,South Seas Island Resort,7,10/25/15,11/1/15,1244.98,1108.25,10.98%,10,within 1 wk,1
JFK,RSW,South Seas Island Resort,3,10/28/15,10/31/15,602.51,578.59,3.97%,10,within 1 wk,1
JFK,RSW,South Seas Island Resort,3,10/30/15,11/2/15,605.09,589.9,2.51%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,7,11/20/15,11/27/15,1850.48,1106.16,40.22%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,7,11/18/15,11/25/15,1855.48,1152.16,37.91%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,7,11/15/15,11/22/15,1850.48,1152.16,37.74%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,7,11/21/15,11/28/15,1880.16,1175.16,37.50%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,7,11/25/15,12/2/15,1905.01,1203.16,36.84%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,7,11/22/15,11/29/15,2160.16,1373.16,36.43%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,7,11/14/15,11/21/15,1940.15,1235.16,36.34%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,7,11/11/15,11/18/15,1811.17,1175.16,35.12%,11,1-2 wks,1
JFK,BGI,Southern Palms Hotel,7,11/8/15,11/15/15,2079.65,1365.16,34.36%,11,1-2 wks,1
JFK,BGI,Southern Palms Hotel,3,11/20/15,11/23/15,1025.22,711.33,30.62%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,11/15/15,11/18/15,1022.76,711.33,30.45%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,11/22/15,11/25/15,1018.35,711.33,30.15%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,11/13/15,11/16/15,1091.03,762.33,30.13%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,11/18/15,11/21/15,1016.46,711.33,30.02%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,11/21/15,11/24/15,1014.87,711.33,29.91%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,11/25/15,11/28/15,1094.87,785.33,28.27%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,11/14/15,11/17/15,1111.98,817.33,26.50%,11,2-4 wks,1
JFK,BGI,Southern Palms Hotel,3,10/24/15,10/27/15,1038.84,966.04,7.01%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,3,11/6/15,11/9/15,837.51,787.2,6.01%,11,1-2 wks,1
JFK,BGI,Southern Palms Hotel,3,10/28/15,10/31/15,868.21,827.2,4.72%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,3,10/31/15,11/3/15,847.97,811.58,4.29%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,3,11/1/15,11/4/15,870.99,836.2,3.99%,11,within 1 wk,1
JFK,BGI,Southern Palms Hotel,7,10/28/15,11/4/15,1318.31,1272.35,3.49%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,3,10/30/15,11/2/15,1016.01,982.84,3.26%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,7,10/24/15,10/31/15,1454.52,1414.2,2.77%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,3,11/11/15,11/14/15,837.49,817.33,2.41%,11,1-2 wks,1
JFK,BGI,Southern Palms Hotel,3,11/4/15,11/7/15,815.21,796.2,2.33%,11,within 1 wk,1
JFK,BGI,Southern Palms Hotel,3,11/8/15,11/11/15,726.94,711.33,2.15%,11,1-2 wks,1
JFK,BGI,Southern Palms Hotel,7,10/30/15,11/6/15,1459.85,1428.59,2.14%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,3,11/7/15,11/10/15,777.71,762.33,1.98%,11,1-2 wks,1
JFK,BGI,Southern Palms Hotel,7,11/7/15,11/14/15,1259.65,1235.16,1.94%,11,1-2 wks,1
JFK,BGI,Southern Palms Hotel,7,11/1/15,11/8/15,1323.54,1299.49,1.82%,11,within 1 wk,1
JFK,BGI,Southern Palms Hotel,7,10/31/15,11/7/15,1252.19,1231.87,1.62%,10,within 1 wk,1
JFK,BGI,Southern Palms Hotel,7,11/4/15,11/11/15,1259.65,1239.49,1.60%,11,within 1 wk,1
JFK,BGI,Southern Palms Hotel,7,11/6/15,11/13/15,1224.51,1207.49,1.39%,11,1-2 wks,1
JFK,GND,Spice Island Beach Resort,3,11/19/15,11/22/15,2044.39,1781.4,12.86%,11,2-4 wks,1
JFK,GND,Spice Island Beach Resort,7,11/15/15,11/22/15,4197.18,3673.4,12.48%,11,2-4 wks,1
JFK,GND,Spice Island Beach Resort,7,11/19/15,11/26/15,4197.18,3673.4,12.48%,11,2-4 wks,1
JFK,GND,Spice Island Beach Resort,3,11/5/15,11/8/15,2134.88,1890.9,11.43%,11,1-2 wks,1
JFK,GND,Spice Island Beach Resort,7,11/8/15,11/15/15,3694.83,3275.9,11.34%,11,1-2 wks,1
JFK,GND,Spice Island Beach Resort,7,11/22/15,11/29/15,4357.05,3863.4,11.33%,11,2-4 wks,1
JFK,GND,Spice Island Beach Resort,7,11/12/15,11/19/15,4141.46,3673.4,11.30%,11,2-4 wks,1
JFK,GND,Spice Island Beach Resort,7,11/1/15,11/8/15,3663.39,3271.9,10.69%,11,within 1 wk,1
JFK,GND,Spice Island Beach Resort,7,11/5/15,11/12/15,3799.7,3397.9,10.57%,11,1-2 wks,1
JFK,GND,Spice Island Beach Resort,3,11/12/15,11/15/15,1842.91,1653.9,10.26%,11,2-4 wks,1
JFK,GND,Spice Island Beach Resort,7,10/29/15,11/5/15,3232.74,3189.47,1.34%,10,within 1 wk,1
JFK,LAX,Sportsmens Lodge,7,10/23/15,10/30/15,1529.49,1443.08,5.65%,10,within 1 wk,1
JFK,MSY,SpringHill Suites by Marriott New Orleans Downtown,3,10/21/15,10/24/15,1020.68,584.99,42.69%,10,within 1 wk,1
JFK,MSY,SpringHill Suites by Marriott New Orleans Downtown,3,10/24/15,10/27/15,714.23,509.13,28.72%,10,within 1 wk,1
JFK,MSY,SpringHill Suites by Marriott New Orleans Downtown,3,10/23/15,10/26/15,849.84,755.33,11.12%,10,within 1 wk,1
